"#name Monster","#unique id","","","","","","","","","","","","","","","","","","","","","","","",""
"id","name","identity","scale","level","type","attribute","maxHurt","refreshTime","huntingRange","chaseRange","outOfRange","revitalize","produce","randomProduce","skills","superArmor","fighting"
"7004005","明月新","1010005","150","1","2","203#171|202#5911|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","1836"
"7004006","明月新","1010005","150","1","2","203#171|202#5911|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","1836"
"7004007","明月新","1010005","150","2","2","203#210|202#7257|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","1944"
"7004008","铁小蓝","1010004","150","2","2","203#210|202#7257|217#500","0","-1","800","800","1500","","","","4104101#1|4104201#1|4104301#1","","1944"
"7004009","李大侠","1020001","150","2","2","203#252|202#8707|217#500","0","-1","800","800","1500","","","","4201101#1|4201201#1|4201301#1","","2052"
"7004010","雨师","1020004","150","2","2","203#252|202#8707|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","2052"
"7004011","铁小蓝","1010004","150","2","2","203#324|202#11199|217#500","0","-1","800","800","1500","","","","4104101#1|4104201#1|4104301#1","","2322"
"7004012","明月新","1010005","150","2","2","203#324|202#11199|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","2322"
"7004013","铁小蓝","1010004","150","2","2","203#405|202#13992|217#500","0","-1","800","800","1500","","","","4104101#1|4104201#1|4104301#1","","2619"
"7004014","明月新","1010005","150","2","2","203#405|202#13992|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","2619"
"7004015","明月新","1010005","150","3","2","203#495|202#17107|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","2916"
"7004016","明月新","1010005","150","3","2","203#495|202#17107|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","2916"
"7004017","明月新","1010005","150","3","2","203#594|202#20534|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","3213"
"7004018","铁小蓝","1010004","150","3","2","203#594|202#20534|217#500","0","-1","800","800","1500","","","","4104101#1|4104201#1|4104301#1","","3213"
"7004019","李大侠","1020001","150","3","2","203#702|202#24258|217#500","0","-1","800","800","1500","","","","4201101#1|4201201#1|4201301#1","","3510"
"7004020","风师","1020007","150","3","2","203#702|202#24258|217#500","0","-1","800","800","1500","","","","4207101#1|4207201#1|4207301#1","","3510"
"7004021","铁小蓝","1010004","150","3","2","203#234|202#8088|217#500","0","-1","800","800","1500","","","","4104101#1|4104201#1|4104301#1","","3780"
"7004022","明月新","1010005","150","3","2","203#234|202#8088|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","3780"
"7004023","铁小蓝","1010004","150","4","2","203#315|202#10884|217#500","0","-1","800","800","1500","","","","4104101#1|4104201#1|4104301#1","","4077"
"7004024","明月新","1010005","150","4","2","203#315|202#10884|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","4077"
"7004025","明月新","1010005","150","4","2","203#405|202#13996|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","4374"
"7004026","明月新","1010005","150","4","2","203#405|202#13996|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","4374"
"7004027","明月新","1010005","150","4","2","203#504|202#17421|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","4671"
"7004028","铁小蓝","1010004","150","4","2","203#504|202#17421|217#500","0","-1","800","800","1500","","","","4104101#1|4104201#1|4104301#1","","4671"
"7004029","雨师","1020004","150","4","2","203#612|202#21148|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","4968"
"7004030","雨师","1020004","150","4","2","203#612|202#21148|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","4968"
"7004031","铁小蓝","1010004","150","5","2","203#729|202#25196|217#500","0","-1","800","800","1500","","","","4104101#1|4104201#1|4104301#1","","5238"
"7004032","明月新","1010005","150","5","2","203#729|202#25196|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","5238"
"7004033","铁小蓝","1010004","150","5","2","203#855|202#29544|217#500","0","-1","800","800","1500","","","","4104101#1|4104201#1|4104301#1","","5535"
"7004034","明月新","1010005","150","5","2","203#855|202#29544|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","5535"
"7004035","明月新","1010005","150","5","2","203#990|202#34214|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","5832"
"7004036","明月新","1010005","150","5","2","203#990|202#34214|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","5832"
"7004037","明月新","1010005","150","5","2","203#1140|202#39398|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","6156"
"7004038","铁小蓝","1010004","150","5","2","203#1140|202#39398|217#500","0","-1","800","800","1500","","","","4104101#1|4104201#1|4104301#1","","6156"
"7004039","雨师","1020004","150","6","2","203#1326|202#45832|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","6615"
"7004040","风师","1020007","150","6","2","203#1326|202#45832|217#500","0","-1","800","800","1500","","","","4207101#1|4207201#1|4207301#1","","6615"
"7004041","李大侠","1020001","150","6","2","203#444|202#15345|217#500","0","-1","800","800","1500","","","","4201101#1|4201201#1|4201301#1","","7182"
"7004042","雨师","1020004","150","6","2","203#444|202#15345|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","7182"
"7004043","李大侠","1020001","150","6","2","203#600|202#25920|217#500","0","-1","800","800","1500","","","","4201101#1|4201201#1|4201301#1","","7776"
"7004044","风师","1020007","150","6","2","203#600|202#25920|217#500","0","-1","800","800","1500","","","","4207101#1|4207201#1|4207301#1","","7776"
"7004045","雨师","1020004","150","6","2","203#774|202#33435|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","8370"
"7004046","雨师","1020004","150","6","2","203#774|202#33435|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","8370"
"7004047","雨师","1020004","150","7","2","203#966|202#41727|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","8937"
"7004048","风师","1020007","150","7","2","203#966|202#41727|217#500","0","-1","800","800","1500","","","","4207101#1|4207201#1|4207301#1","","8937"
"7004049","明月新","1010005","150","7","2","203#1176|202#50808|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","9531"
"7004050","明月新","1010005","150","7","2","203#1176|202#50808|217#500","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","9531"
"7004051","李大侠","1020001","150","7","2","203#1404|202#60655|217#500","0","-1","800","800","1500","","","","4201101#1|4201201#1|4201301#1","","10098"
"7004052","风师","1020007","150","7","2","203#1404|202#60655|217#500","0","-1","800","800","1500","","","","4207101#1|4207201#1|4207301#1","","10098"
"7004053","李大侠","1020001","150","7","2","203#1650|202#85536|217#500","0","-1","800","800","1500","","","","4201101#1|4201201#1|4201301#1","","10692"
"7004054","雨师","1020004","150","7","2","203#1650|202#85536|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","10692"
"7004055","雨师","1020004","150","7","2","203#1650|202#85536|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","10692"
"7004056","李大侠","1020001","150","8","2","203#1914|202#99217|217#500","0","-1","800","800","1500","","","","4201101#1|4201201#1|4201301#1","","11286"
"7004057","雨师","1020004","150","8","2","203#1914|202#99217|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","11286"
"7004058","风师","1020007","150","8","2","203#1914|202#99217|217#500","0","-1","800","800","1500","","","","4207101#1|4207201#1|4207301#1","","11286"
"7004059","李大侠","1020001","150","8","2","203#2196|202#113832|217#500","0","-1","800","800","1500","","","","4201101#1|4201201#1|4201301#1","","11853"
"7004060","雨师","1020004","150","8","2","203#2196|202#113832|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","11853"
"7004061","风师","1020007","150","8","2","203#2196|202#113832|217#500","0","-1","800","800","1500","","","","4207101#1|4207201#1|4207301#1","","11853"
"7004062","程咬金","1030002","150","8","2","203#2496|202#129402|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","12447"
"7004063","东方教主","1030003","150","8","2","203#2496|202#129402|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","12447"
"7004064","后羿","1030012","150","8","2","203#2496|202#129402|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","12447"
"7004065","李大侠","1020001","150","8","2","203#804|202#41680|217#500","0","-1","800","800","1500","","","","4201101#1|4201201#1|4201301#1","","13014"
"7004066","雨师","1020004","150","8","2","203#804|202#41680|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","13014"
"7004067","雨师","1020004","150","8","2","203#804|202#41680|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","13014"
"7004068","李大侠","1020001","150","9","2","203#1050|202#54432|217#500","0","-1","800","800","1500","","","","4201101#1|4201201#1|4201301#1","","13608"
"7004069","雨师","1020004","150","9","2","203#1050|202#54432|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","13608"
"7004070","风师","1020007","150","9","2","203#1050|202#54432|217#500","0","-1","800","800","1500","","","","4207101#1|4207201#1|4207301#1","","13608"
"7004071","李大侠","1020001","150","9","2","203#1314|202#68115|217#500","0","-1","800","800","1500","","","","4201101#1|4201201#1|4201301#1","","14202"
"7004072","雨师","1020004","150","9","2","203#1314|202#68115|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","14202"
"7004073","风师","1020007","150","9","2","203#1314|202#68115|217#500","0","-1","800","800","1500","","","","4207101#1|4207201#1|4207301#1","","14202"
"7004074","雨师","1020004","150","9","2","203#1596|202#82731|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","14769"
"7004075","风师","1020007","150","9","2","203#1596|202#82731|217#500","0","-1","800","800","1500","","","","4207101#1|4207201#1|4207301#1","","14769"
"7004076","风师","1020007","150","9","2","203#1596|202#82731|217#500","0","-1","800","800","1500","","","","4207101#1|4207201#1|4207301#1","","14769"
"7004077","程咬金","1030002","150","9","2","203#1896|202#98294|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","15363"
"7004078","天蓬","1030001","150","9","2","203#1896|202#98294|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","15363"
"7004079","东方教主","1030003","150","9","2","203#1896|202#98294|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","15363"
"7004080","李大侠","1020001","150","10","2","203#2214|202#114777|217#500","0","-1","800","800","1500","","","","4201101#1|4201201#1|4201301#1","","15930"
"7004081","雨师","1020004","150","10","2","203#2214|202#114777|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","15930"
"7004082","雨师","1020004","150","10","2","203#2214|202#114777|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","15930"
"7004083","李大侠","1020001","150","10","2","203#2560|202#132714|217#500","0","-1","800","800","1500","","","","4201101#1|4201201#1|4201301#1","","16578"
"7004084","雨师","1020004","150","10","2","203#2560|202#132714|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","16578"
"7004085","风师","1020007","150","10","2","203#2560|202#132714|217#500","0","-1","800","800","1500","","","","4207101#1|4207201#1|4207301#1","","16578"
"7004086","李大侠","1020001","150","10","2","203#2953|202#153113|217#500","0","-1","800","800","1500","","","","4201101#1|4201201#1|4201301#1","","17388"
"7004087","雨师","1020004","150","10","2","203#2953|202#153113|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","17388"
"7004088","风师","1020007","150","10","2","203#2953|202#153113|217#500","0","-1","800","800","1500","","","","4207101#1|4207201#1|4207301#1","","17388"
"7004089","雨师","1020004","150","10","2","203#3384|202#175435|217#500","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","18279"
"7004090","风师","1020007","150","10","2","203#3384|202#175435|217#500","0","-1","800","800","1500","","","","4207101#1|4207201#1|4207301#1","","18279"
"7004091","风师","1020007","150","10","2","203#3384|202#175435|217#500","0","-1","800","800","1500","","","","4207101#1|4207201#1|4207301#1","","18279"
"7004092","程咬金","1030002","150","11","2","203#3841|202#199134|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","19143"
"7004093","小龙女","1030018","150","11","2","203#3841|202#199134|217#500","0","-1","800","800","1500","","","","4318101#1|4318201#1|4318301#1","","19143"
"7004094","后羿","1030012","150","11","2","203#3841|202#199134|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","19143"
"7004095","程咬金","1030002","150","11","2","203#1236|202#74751|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","20034"
"7004096","东方教主","1030003","150","11","2","203#1236|202#74751|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","20034"
"7004097","程咬金","1030002","150","11","2","203#1236|202#74751|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","20034"
"7004098","程咬金","1030002","150","11","2","203#1612|202#97524|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","20898"
"7004099","东方教主","1030003","150","11","2","203#1612|202#97524|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","20898"
"7004100","后羿","1030012","150","11","2","203#1612|202#97524|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","20898"
"7004101","程咬金","1030002","150","11","2","203#2016|202#121930|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","21762"
"7004102","天蓬","1030001","150","11","2","203#2016|202#121930|217#500","0","-1","800","800","1500","","","","4301101#1|4301201#1|4301301#1","","21762"
"7004103","东方教主","1030003","150","11","2","203#2016|202#121930|217#500","0","-1","800","800","1500","","","","4303101#1|4303201#1|4303301#1","","21762"
"7004104","程咬金","1030002","150","12","2","203#2446|202#147970|217#500","0","-1","800","800","1500","","","","4302101#1|4302201#1|4302301#1","","22653"
"7004105","小龙女","1030018","150","12","2","203#2446|202#147970|217#500","0","-1","800","800","1500","","","","4318101#1|4318201#1|4318301#1","","22653"
"7004106","后羿","1030012","150","12","2","203#2446|202#147970|217#500","0","-1","800","800","1500","","","","4312101#1|4312201#1|4312301#1","","22653"
"7004107","昊天","1040001","150","12","2","203#2904|202#175627|217#500","0","-1","800","800","1500","","","","4401101#1|4401201#1|4401301#1","","23517"
"7004108","轩辕","1040002","150","12","2","203#2904|202#175627|217#500","0","-1","800","800","1500","","","","4402101#1|4402201#1|4402301#1","","23517"
